species,tag,site,dbh_cm,health_status,canopy_status,date,notes,subplot_id,group,plot_id,latitude,longitude,component,a,b,se,source,ref,leaf_mass,genus,sla,leaf_area,fate,plot_side
ACSA,2809,UMBS,19.5,L,OS,7/12/2018,,A01E,A,A01,45.5636252,-84.7282508,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",5.686046282,Acer,19,108.0348794,kill,E
FAGR,2776,UMBS,19.5,L,OS,7/12/2018,2775 -2776 share base,A01E,A,A01,45.5637535,-84.728266,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,2.954604452,Fagus,35,103.4111558,kill,E
ACSA,2869,UMBS,19.8,L,OS,7/12/2018,,A01E,A,A01,45.5637492,-84.7284739,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",5.835112338,Acer,19,110.8671344,kill,E
ACSA,2818,UMBS,20.6,L,OS,7/12/2018,2818 - 2819 share base,A01E,A,A01,45.5635338,-84.7283304,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",6.240317155,Acer,19,118.5660259,kill,E
ACSA,2787,UMBS,20.7,L,OS,7/12/2018,2786- 2787 share base,A01E,A,A01,45.5637359,-84.728179,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",6.291750026,Acer,19,119.5432505,kill,E
FAGR,2855,UMBS,20.8,L,OS,7/12/2018,2854 - 2855 share base,A01E,A,A01,45.563685,-84.7283856,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,3.282423219,Fagus,35,114.8848127,kill,E
ACSA,2874,UMBS,21,L,OD,7/16/2018,2874 - 2874 share base,A01E,A,A01,45.5637898,-84.7284179,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",6.447085483,Acer,19,122.4946242,kill,E
ACSA,2819,UMBS,22.8,L,OS,7/12/2018,2818 - 2819 share base,A01E,A,A01,45.5635526,-84.728241,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",7.411417689,Acer,19,140.8169361,kill,E
ACSA,2786,UMBS,23,L,OS,7/12/2018,2786- 2787 share base,A01E,A,A01,45.5637381,-84.7281909,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",7.521949374,Acer,19,142.9170381,kill,E
ACSA,2795,UMBS,24.5,L,OS,7/12/2018,2794 - 2795 share base,A01E,A,A01,45.5636605,-84.72812,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",8.372173832,Acer,19,159.0713028,kill,E
ACSA,2849,UMBS,25,L,OS,7/12/2018,2848 - 2849 share base,A01E,A,A01,45.5636235,-84.7284183,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",8.663832328,Acer,19,164.6128142,kill,E
ACSA,2848,UMBS,25,L,OS,7/12/2018,2848 - 2849 share base,A01E,A,A01,45.5636529,-84.728431,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",8.663832328,Acer,19,164.6128142,kill,E
FAGR,2862,UMBS,25.2,L,OD,7/12/2018,,A01E,A,A01,45.5637199,-84.7284189,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,4.488065874,Fagus,35,157.0823056,kill,E
POGR,2831,UMBS,25.2,L,OD,7/12/2018,,A01E,A,A01,45.5635512,-84.7284086,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",4.164376571,Populus,15.89,66.17194371,kill,E
FAGR,2797,UMBS,25.3,L,OS,7/12/2018,2796 - 2797 share base,A01E,A,A01,45.5637187,-84.7281856,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,4.51713746,Fagus,35,158.0998111,kill,E
ACRU,2815,UMBS,28.6,L,OD,7/12/2018,2815 - 2816 share base,A01E,A,A01,45.5635329,-84.7282573,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",6.523978525,Acer,19,123.955592,kill,E
POGR,2826,UMBS,29.1,L,OD,7/12/2018,,A01E,A,A01,45.5635607,-84.7283764,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",5.777238731,Populus,15.89,91.80032343,kill,E
POGR,2857,UMBS,30.3,L,OD,7/12/2018,,A01E,A,A01,45.5637165,-84.728473,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",6.333528717,Populus,15.89,100.6397713,kill,E
ACSA,2802,UMBS,30.9,L,OS,7/12/2018,,A01E,A,A01,45.5636455,-84.7281587,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",12.40741609,Acer,19,235.7409057,kill,E
POGR,2793,UMBS,31.2,L,OD,7/12/2018,,A01E,A,A01,45.5636851,-84.7281541,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",6.769638308,Populus,15.89,107.5695527,kill,E
POGR,2865,UMBS,31.2,L,OD,7/12/2018,,A01E,A,A01,45.5636653,-84.7283246,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",6.769638308,Populus,15.89,107.5695527,kill,E
POGR,2856,UMBS,31.2,L,OD,7/12/2018,,A01E,A,A01,45.5636958,-84.7284481,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",6.769638308,Populus,15.89,107.5695527,kill,E
POGR,2870,UMBS,31.3,L,OD,7/12/2018,,A01E,A,A01,45.5637698,-84.7284026,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",6.819101143,Populus,15.89,108.3555172,kill,E
POGR,2867,UMBS,32.1,L,OD,7/12/2018,,A01E,A,A01,45.5636813,-84.7283518,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",7.222086951,Populus,15.89,114.7589617,kill,E
POGR,2792,UMBS,32.2,L,OD,7/12/2018,,A01E,A,A01,45.5636871,-84.7282307,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",7.273373205,Populus,15.89,115.5739002,kill,E
POGR,2829,UMBS,32.5,L,OD,7/12/2018,,A01E,A,A01,45.5635827,-84.7283607,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",7.428453521,Populus,15.89,118.0381265,kill,E
ACRU,2816,UMBS,32.7,L,OD,7/12/2018,2815 - 2816 share base,A01E,A,A01,45.563544,-84.7282142,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",8.018855193,Acer,19,152.3582487,kill,E
POGR,2853,UMBS,33,L,OD,7/12/2018,,A01E,A,A01,45.5636698,-84.7284154,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",7.69100294,Populus,15.89,122.2100367,kill,E
POGR,2800,UMBS,33.3,L,OD,7/12/2018,,A01E,A,A01,45.5636623,-84.7283163,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",7.850989479,Populus,15.89,124.7522228,kill,E
POGR,2824,UMBS,33.4,L,OD,7/12/2018,,A01E,A,A01,45.563547,-84.7283627,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",7.90472883,Populus,15.89,125.6061411,kill,E
POGR,2845,UMBS,33.9,L,OD,7/12/2018,,A01E,A,A01,45.563602,-84.7284636,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",8.176511983,Populus,15.89,129.9247754,kill,E
POGR,2823,UMBS,34.9,L,OD,7/12/2018,,A01E,A,A01,45.5635612,-84.728371,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",8.735577288,Populus,15.89,138.8083231,kill,E
POGR,2840,UMBS,35.1,L,OD,7/12/2018,,A01E,A,A01,45.5635701,-84.7284116,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",8.849881471,Populus,15.89,140.6246166,kill,E
POGR,2789,UMBS,35.9,L,OD,7/12/2018,,A01E,A,A01,45.5636891,-84.728265,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",9.315445614,Populus,15.89,148.0224308,kill,E
POGR,2772,UMBS,36.2,L,OD,7/12/2018,,A01E,A,A01,45.5636853,-84.7283429,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",9.493487046,Populus,15.89,150.8515092,kill,E
POGR,2825,UMBS,36.4,L,OD,7/12/2018,,A01E,A,A01,45.5635453,-84.7283877,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",9.613231746,Populus,15.89,152.7542524,kill,E
POGR,2791,UMBS,36.4,L,OD,7/12/2018,,A01E,A,A01,45.5636771,-84.7282787,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",9.613231746,Populus,15.89,152.7542524,kill,E
POGR,2812,UMBS,36.5,L,OD,7/12/2018,,A01E,A,A01,45.5635747,-84.7282249,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",9.673419698,Populus,15.89,153.710639,kill,E
POGR,2846,UMBS,36.5,L,OD,7/12/2018,,A01E,A,A01,45.5636288,-84.7284186,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",9.673419698,Populus,15.89,153.710639,kill,E
POGR,2785,UMBS,36.7,L,OD,7/12/2018,In NE veg plot,A01E,A,A01,45.5637211,-84.7282257,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",9.794427601,Populus,15.89,155.6334546,kill,E
POGR,2811,UMBS,36.9,L,OD,7/12/2018,,A01E,A,A01,45.5636184,-84.7283095,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",9.916279223,Populus,15.89,157.5696769,kill,E
POGR,2820,UMBS,38.2,L,OD,7/12/2018,,A01E,A,A01,45.5635891,-84.7282955,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",10.72896713,Populus,15.89,170.4832877,kill,E
QURU,2782,UMBS,38.2,L,OD,7/12/2018,2781 - 2782 share base,A01E,A,A01,45.5637461,-84.7281962,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",9.619299136,Quercus,14.2,136.5940477,kill,E
POGR,2798,UMBS,39.5,L,OD,7/12/2018,,A01E,A,A01,45.5636715,-84.728212,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",11.57769639,Populus,15.89,183.9695957,live,E
POGR,2773,UMBS,41.6,L,OD,7/12/2018,,A01E,A,A01,45.5637089,-84.7283458,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",13.02570059,Populus,15.89,206.9783824,live,E
QURU,2781,UMBS,42.6,L,OD,7/12/2018,2781 - 2782 share base,A01E,A,A01,45.5637831,-84.7283018,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",11.27281044,Quercus,14.2,160.0739082,live,E
POGR,2817,UMBS,43.8,L,OD,7/12/2018,,A01E,A,A01,45.5635542,-84.7282257,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",14.64594388,Populus,15.89,232.7240482,live,E
POGR,2872,UMBS,50.5,L,OD,7/14/2018,,A01E,A,A01,45.5637501,-84.7282056,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",20.24657886,Populus,15.89,321.7181381,live,E
POGR,2863,UMBS,56.1,L,OD,7/12/2018,,A01E,A,A01,45.5637122,-84.728406,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",25.71901155,Populus,15.89,408.6750936,live,E
POGR,3116,UMBS,53.8,L,OD,7/13/2018,reading taken below DBH,A02E,A,A02,45.5641375,-84.7276114,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",23.38263451,Populus,15.89,371.5500623,kill,E
POGR,3131,UMBS,50.6,L,OD,7/13/2018,,A02E,A,A02,45.5641476,-84.727822,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",20.33790386,Populus,15.89,323.1692923,kill,E
POGR,3152,UMBS,50.4,L,OD,7/13/2018,,A02E,A,A02,45.5642245,-84.7277202,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",20.15548414,Populus,15.89,320.2706431,kill,E
POGR,3163,UMBS,48.5,L,OD,7/13/2018,,A02E,A,A02,45.5642948,-84.7277509,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",18.46827018,Populus,15.89,293.4608132,kill,E
POGR,3127,UMBS,47.1,L,OD,7/13/2018,3127-3128 share base,A02E,A,A02,45.5641143,-84.7277211,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",17.27771587,Populus,15.89,274.5429052,kill,E
POGR,3125,UMBS,44.2,L,OD,7/13/2018,,A02E,A,A02,45.5640246,-84.7277062,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",14.95200477,Populus,15.89,237.5873558,kill,E
ACRU,3139,UMBS,43.1,L,OD,7/13/2018,,A02E,A,A02,45.5640985,-84.7277746,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",12.26884918,Acer,19,233.1081345,kill,E
POGR,3085,UMBS,41.6,L,OD,7/13/2018,,A02E,A,A02,45.5643303,-84.727627,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",13.02570059,Populus,15.89,206.9783824,kill,E
POGR,3128,UMBS,40.1,L,OD,7/13/2018,3127-3128 share base,A02E,A,A02,45.5640972,-84.7276636,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",11.98166608,Populus,15.89,190.388674,kill,E
POGR,3087,UMBS,39.8,L,OD,7/13/2018,,A02E,A,A02,45.5642836,-84.7275662,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",11.77871065,Populus,15.89,187.1637122,kill,E
POGR,3097,UMBS,36.2,L,OD,7/13/2018,,A02E,A,A02,45.5641932,-84.7274404,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",9.493487046,Populus,15.89,150.8515092,kill,E
ACSA,3096,UMBS,34.6,L,OS,7/13/2018,in new plot 124,A02E,A,A02,45.5643496,-84.7274335,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",15.02919473,Acer,19,285.5546999,kill,E
POGR,3129,UMBS,33.9,L,OD,7/13/2018,,A02E,A,A02,45.564079,-84.7276397,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",8.176511983,Populus,15.89,129.9247754,kill,E
ACRU,3112,UMBS,32.2,L,OD,7/13/2018,in new plot 124,A02E,A,A02,45.5641151,-84.7274998,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",7.83081338,Acer,19,148.7854542,live,E
ACSA,3104,UMBS,29.7,L,OS,7/13/2018,3104-3105 share base,A02E,A,A02,45.5641393,-84.7275764,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",11.60176076,Acer,19,220.4334545,live,E
ACSA,3144,UMBS,28.3,L,OS,7/13/2018,3144-3145 share base,A02E,A,A02,45.56419,-84.7276894,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",10.6900499,Acer,19,203.110948,live,E
ACSA,3103,UMBS,27.4,L,OS,7/13/2018,3102-3103 share base,A02E,A,A02,45.5641688,-84.7274683,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",10.1201961,Acer,19,192.2837259,live,E
ACSA,3150,UMBS,25.5,L,OD,7/13/2018,,A02E,A,A02,45.5641828,-84.727814,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",8.959573363,Acer,19,170.2318939,live,E
ACRU,3108,UMBS,24.3,L,OS,7/13/2018,3108-3109 share base,A02E,A,A02,45.5640623,-84.7275015,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",5.076244046,Acer,19,96.44863688,live,E
ACRU,3109,UMBS,24,L,OS,7/13/2018,"3108-3109 share base, 3109 in new plot 124",A02E,A,A02,45.5641326,-84.7274749,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",4.980055056,Acer,19,94.62104606,live,E
ACSA,3099,UMBS,23.8,L,OS,7/13/2018,3099-3100 share base,A02E,A,A02,45.5641747,-84.7274496,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",7.970758781,Acer,19,151.4444168,live,E
ACSA,3159,UMBS,22.4,L,OS,7/13/2018,3159-3160 share base,A02E,A,A02,45.564262,-84.727686,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",7.192371561,Acer,19,136.6550597,live,E
ACSA,3119,UMBS,22,L,OS,7/13/2018,reading taken above DBH,A02E,A,A02,45.5641493,-84.7276295,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",6.976027245,Acer,19,132.5445177,live,E
ACSA,3084,UMBS,20.8,L,OS,7/13/2018,,A02E,A,A02,45.5642684,-84.727603,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",6.343355874,Acer,19,120.5237616,live,E
ACSA,3126,UMBS,20.8,L,OS,7/13/2018,,A02E,A,A02,45.5640578,-84.7276779,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",6.343355874,Acer,19,120.5237616,live,E
ACSA,3095,UMBS,20.7,L,OS,7/13/2018,3094-3095 share base,A02E,A,A02,45.5642685,-84.727459,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",6.291750026,Acer,19,119.5432505,live,E
FAGR,3136,UMBS,20.5,L,OS,7/13/2018,3134 + 3136-3137 share base,A02E,A,A02,45.5641383,-84.7277245,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,3.205591964,Fagus,35,112.1957187,live,E
ACSA,3105,UMBS,20.2,L,OS,7/13/2018,3104-3105 share base,A02E,A,A02,45.5641516,-84.7275569,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",6.036320564,Acer,19,114.6900907,live,E
ACSA,3155,UMBS,19.6,L,OS,7/13/2018,3153-3156 share base,A02E,A,A02,45.5642388,-84.727731,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",5.735559177,Acer,19,108.9756244,live,E
ACSA,3162,UMBS,19.5,L,OS,7/13/2018,,A02E,A,A02,45.5642819,-84.727744,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",5.686046282,Acer,19,108.0348794,live,E
ACSA,3120,UMBS,19.4,L,OS,7/13/2018,,A02E,A,A02,45.5640926,-84.7276346,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",5.636709542,Acer,19,107.0974813,live,E
ACSA,3145,UMBS,19.3,L,OS,7/13/2018,"3144-3145 share base, 3145 reading taken above DBH",A02E,A,A02,45.5641885,-84.7276949,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",5.587549233,Acer,19,106.1634354,live,E
ACSA,3160,UMBS,18.9,L,OS,7/13/2018,3159-3160 share base,A02E,A,A02,45.5642654,-84.7276885,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",5.392677914,Acer,19,102.4608804,live,E
FAGR,3147,UMBS,17.6,L,OS,7/13/2018,3147-3148 share base,A02E,A,A02,45.5641393,-84.7278304,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,2.499857328,Fagus,35,87.49500649,live,E
FAGR,3137,UMBS,17.2,L,OS,7/13/2018,"3135 + 3136-3137 share base, 3137 taken above DBH",A02E,A,A02,45.5641151,-84.7276996,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,2.407897235,Fagus,35,84.27640322,live,E
FAGR,3148,UMBS,16.8,L,OS,7/13/2018,3147-3148 share base,A02E,A,A02,45.564143,-84.7278391,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,2.317275356,Fagus,35,81.10463747,live,E
ACSA,3102,UMBS,16.6,L,OS,7/13/2018,3102-3103 share base,A02E,A,A02,45.5641681,-84.7274635,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",4.327976892,Acer,19,82.23156094,live,E
FAGR,3143,UMBS,16.5,L,OS,7/13/2018,,A02E,A,A02,45.5641808,-84.7276955,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,2.250194171,Fagus,35,78.75679597,live,E
FAGR,3098,UMBS,15.6,L,UN,7/13/2018,,A02E,A,A02,45.5641809,-84.7275781,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,2.053557907,Fagus,35,71.87452674,live,E
FAGR,3151,UMBS,15.5,L,UN,7/13/2018,,A02E,A,A02,45.5642629,-84.7277705,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,2.0321403,Fagus,35,71.1249105,live,E
ACSA,3113,UMBS,15.2,L,OS,7/13/2018,,A02E,A,A02,45.564066,-84.7275329,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",3.727576848,Acer,19,70.82396011,live,E
FAGR,3122,UMBS,14.3,L,UN,7/13/2018,,A02E,A,A02,45.5640688,-84.7276226,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,1.781969486,Fagus,35,62.36893199,live,E
ACSA,3118,UMBS,13.6,L,OS,7/13/2018,3117-3118 share base,A02E,A,A02,45.5641251,-84.7276114,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",3.087096275,Acer,19,58.65482923,live,E
FAGR,3134,UMBS,13.3,L,UN,7/13/2018,3134 + 3136-3137 share base,A02E,A,A02,45.5641427,-84.7277195,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,1.58332931,Fagus,35,55.41652584,live,E
ACSA,3153,UMBS,13.2,L,OS,7/13/2018,3153-3156 share base,A02E,A,A02,45.5642385,-84.7277327,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",2.934773152,Acer,19,55.7606899,live,E
FAGR,3088,UMBS,12.4,L,UN,7/13/2018,,A02E,A,A02,45.5642265,-84.7275613,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,1.412411661,Fagus,35,49.43440812,live,E
FAGR,3130,UMBS,12.3,L,OS,7/13/2018,read as outside plot at 18.23 m,A02E,A,A02,45.5641124,-84.7274147,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,1.393889107,Fagus,35,48.78611875,live,E
ACSA,3149,UMBS,11.9,L,OS,7/13/2018,,A02E,A,A02,45.5642003,-84.7278393,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",2.461805988,Acer,19,46.77431376,live,E
FAGR,3114,UMBS,11.4,L,UN,7/13/2018,,A02E,A,A02,45.5640336,-84.7276032,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,1.231481523,Fagus,35,43.10185331,live,E
ACSA,3110,UMBS,11,L,OS,7/13/2018,read as outside plot at 18.01 m,A02E,A,A02,45.56405,-84.727484,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",2.154578518,Acer,19,40.93699184,live,E
ACSA,3164,UMBS,10.9,L,UN,7/13/2018,,A02E,A,A02,45.5643233,-84.7276814,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",2.121483401,Acer,19,40.30818462,live,E
ACSA,3117,UMBS,10.7,L,UN,7/13/2018,3117-3118 share base,A02E,A,A02,45.5641283,-84.7276124,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",2.055924809,Acer,19,39.06257137,live,E
FAGR,3082,UMBS,10.5,M,UN,7/13/2018,3082-3082 share base,A02E,A,A02,45.5642242,-84.7276232,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,1.07696313,Fagus,35,37.69370954,live,E
FAGR,3111,UMBS,10.5,L,UN,7/13/2018,,A02E,A,A02,45.564069,-84.7274623,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,1.07696313,Fagus,35,37.69370954,live,E
FAGR,3132,UMBS,10.3,L,UN,7/13/2018,,A02E,A,A02,45.5641055,-84.7277802,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,1.043721064,Fagus,35,36.53023725,live,E
FAGR,3086,UMBS,9.8,L,UN,7/13/2018,,A02E,A,A02,45.5642934,-84.7276176,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,0.96239153,Fagus,35,33.68370356,live,E
FAGR,3138,UMBS,9.7,L,UN,7/13/2018,,A02E,A,A02,45.5640894,-84.7277411,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,0.94643301,Fagus,35,33.12515535,live,E
FAGR,3083,UMBS,9.6,L,UN,7/13/2018,3082-3082 share base,A02E,A,A02,45.5642237,-84.7276069,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,0.930577853,Fagus,35,32.57022484,live,E
ACSA,3157,UMBS,9.3,L,UN,7/13/2018,,A02E,A,A02,45.5642027,-84.7276658,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",1.620989948,Acer,19,30.79880902,live,E
ACSA,3154,UMBS,9.1,L,UN,7/13/2018,3153-3156 share base,A02E,A,A02,45.5642419,-84.727733,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",1.562344792,Acer,19,29.68455105,live,E
ACSA,3142,UMBS,8.9,L,UN,7/13/2018,3141-3142 share base,A02E,A,A02,45.564154,-84.7277436,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",1.504588664,Acer,19,28.58718461,live,E
ACSA,3141,UMBS,8.7,L,UN,7/13/2018,3141-3142 share base,A02E,A,A02,45.5641472,-84.7277426,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",1.447727611,Acer,19,27.5068246,live,E
ACSA,3156,UMBS,8.4,L,UN,7/13/2018,3153-3156 share base,A02E,A,A02,45.5642564,-84.7277002,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",1.364127971,Acer,19,25.91843144,live,E
ACSA,3140,UMBS,8.1,L,UN,7/13/2018,,A02E,A,A02,45.564134,-84.7277886,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",1.282578132,Acer,19,24.36898452,live,E
ACPE,3050,UMBS,8,L,UN,7/13/2018,,A02W,A,A02,45.5641022,-84.7283234,FL,0.0049,2.094,NA,,basswood,0.381299743,Acer,19,7.244695121,kill,W
ACSA,2994,UMBS,8,L,UN,7/13/2018,2993-2995 share base,A02W,A,A02,45.5642893,-84.7280912,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",1.255854286,Acer,19,23.86123143,kill,W
ACSA,3021,UMBS,8,L,UN,7/13/2018,,A02W,A,A02,45.5640727,-84.7281015,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",1.255854286,Acer,19,23.86123143,kill,W
ACSA,3059,UMBS,8.1,L,UN,7/13/2018,3059-3060 share base,A02W,A,A02,45.5641945,-84.7283402,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",1.282578132,Acer,19,24.36898452,kill,W
ACSA,3033,UMBS,8.4,L,UN,7/13/2018,3033-3036 share base,A02W,A,A02,45.5640753,-84.7282024,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",1.364127971,Acer,19,25.91843144,kill,W
ACSA,3032,UMBS,8.7,L,UN,7/13/2018,3031-3032 share base,A02W,A,A02,45.5641032,-84.7281937,FL,0.037,1.695,0.405,Upper Great Lakes,"Perala and Alban, 1994",1.447727611,Acer,19,27.5068246,kill,W
FAGR,3015,UMBS,8.8,L,UN,7/13/2018,,A02W,A,A02,45.5640111,-84.7281643,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,0.80750649,Fagus,35,28.26272715,kill,W
